> -XJH
102.205608313	29.2706028361
102.207051531	29.2161994637
102.208244585	29.1726559309
102.209639619	29.1290116955
102.211662776	29.0635953848
102.212295239	29.0418136977
102.189144021	28.9868215234
102.165701964	28.9427267275
102.130262734	28.8874802752
102.094872291	28.8322436375
102.070755735	28.8099666442
102.047168435	28.7659814306
102.011279377	28.7217136517
101.975700336	28.66658385
101.940014436	28.6114850091
101.903817147	28.5672939277
101.880370908	28.5124783233
101.844511676	28.4573870665
101.820821475	28.4134034016
101.809278061	28.3805416816
101.785911167	28.3256730648
101.762092672	28.2816768408
101.738372327	28.2268119827
101.714664494	28.1719170684
101.702689841	28.1498956972
101.667230666	28.0837833758
101.643792558	28.0396907434
101.608667404	27.9735394424
101.585494533	27.9294363762
101.550921828	27.8632903235
101.527055881	27.8409408446
101.491175658	27.7856004443
101.442992112	27.7299160283
101.394258845	27.6959696077
101.357944655	27.6623231923
101.309235468	27.6283235873
101.260228502	27.605189614
101.211242377	27.582033168
101.137664143	27.5472369915
101.101060341	27.5243692273
101.039954838	27.489856111
101.003695402	27.4560389942
100.942276687	27.4323657263
100.843768188	27.3965653803
100.819638472	27.373967446
100.758435783	27.3392354421
100.709752104	27.304876679
100.649028461	27.2591592427
100.612417322	27.2360672246
100.576752342	27.1911467286
100.528914467	27.1458363183
100.493921133	27.1010223429
100.458912888	27.0451664244
100.447369045	27.0118673797
100.411756892	26.9558064689
100.364167652	26.8993812009
100.340412623	26.865636467
100.292531888	26.8090526018
100.256736227	26.7638489633
100.221046415	26.7186472183
100.173022731	26.6618840896
100.125111491	26.6051028946
100.101744557	26.5602443893
100.053480654	26.5143564697
100.030138495	26.469453168
99.9943553654	26.4240164091
99.9461336652	26.3780289213
99.8971211381	26.3539665191
99.8605643991	26.3304112681
> -lrb
102.853991039	32.7606341186
102.835236234	32.7530635202
102.821022338	32.7415542924
102.806937272	32.7339493174
102.788125212	32.7225089584
102.773936354	32.7110051828
102.755251951	32.7034607898
102.741061829	32.6919459725
102.726972836	32.6843148236
102.703419175	32.6689909397
102.679842622	32.6498289427
102.656568802	32.6385153734
102.647277161	32.6347636226
102.623897092	32.619541826
102.605221136	32.6081406476
102.591142478	32.5966700415
102.572478501	32.5852660862
102.558410386	32.5737937547
102.544347292	32.5623209274
102.525603939	32.5470227005
102.511552158	32.5355486712
102.488150925	32.5164301868
102.474117177	32.5049588863
102.455379302	32.4896349069
102.436820544	32.4820753434
102.418017849	32.462869772
102.394799967	32.4514791448
102.380857573	32.4438673919
102.36224638	32.4324232753
102.32971458	32.4133638136
102.31112361	32.4019167333
102.292442636	32.3865712743
102.278430789	32.3750556975
102.264420428	32.3635363464
102.245748127	32.3481772041
102.231825899	32.3367243448
102.213262503	32.3138185257
102.190180887	32.29863037
102.176248847	32.2795182531
102.157797578	32.2681290149
102.143904192	32.2528537115
102.12076953	32.2299462877
102.111525941	32.2223158367
