> -XJH
102.09297786	32.1993545478
102.074499405	32.1840857653
102.060611779	32.168781334
102.051353167	32.1611240458
102.028208448	32.1419732867
102.014278634	32.1266152338
101.995758475	32.1112752078
101.977236593	32.0959255013
101.962950246	32.0840685941
101.94862014	32.0721682496
101.934626654	32.0605524428
101.920680644	32.0489727342
101.897616563	32.0259987351
101.87921532	32.0107082967
101.860820948	31.9954159579
101.837930303	31.9801992376
101.824150115	31.9649091993
101.805824108	31.9496521306
101.787389948	31.9304700191
101.773591616	31.9189691225
101.759798851	31.9074685855
101.73679048	31.8844489146
101.723052923	31.8729833587
101.718428823	31.861468743
101.704738763	31.8538637519
101.686427142	31.8347363163
101.659021564	31.8156553915
101.64984893	31.8079833465
101.622384927	31.7888320388
101.604022937	31.769625046
101.594896845	31.7658120384
101.571995435	31.7466195116
101.549148498	31.7312919443
101.530856478	31.7159441146
101.512609578	31.7044578328
101.494342016	31.6891151441
101.462507575	31.6700370827
101.435211797	31.6509407114
101.416944629	31.6317390731
101.394161398	31.6163943144
101.385042312	31.6087119239
101.366811997	31.5933481872
101.344062156	31.578005671
101.33040535	31.5664845712
101.316754514	31.5549637562
101.303109239	31.5434435546
101.275858104	31.5242650815
101.257667081	31.5050471603
101.244058591	31.4973832927
101.225832893	31.474284676
101.207660215	31.4589066482
101.194029324	31.4435206999
101.175867953	31.4242915231
101.157728081	31.408917763
101.13958562	31.38968789
101.125985669	31.374304078
101.112401074	31.362775188
101.098812307	31.3473914142
101.080721052	31.3358720203
101.076189919	31.3281752614
> -hys
106.1903 29.79549
106.2354 29.82825
106.2781 29.86633
106.318 29.89801
106.3708 29.94894
106.402 29.98488
106.4545 30.02135
106.5126 30.05522
106.5634 30.08529
106.6005 30.11231
106.6353 30.14377
106.6609 30.16599
106.6639 30.17057
>
104.7075 28.76424
104.7501 28.80108
104.7992 28.85255
104.8508 28.89871
104.911 28.94338
104.9516 28.98276
105.0053 29.03073
105.0443 29.06282
105.0839 29.08682
105.0891 29.08792
>
105.1869 29.07538
105.218 29.10082
105.2735 29.15862
105.3271 29.21274
105.3638 29.25094
105.3905 29.28158
105.4131 29.31027
105.4419 29.34007
105.4641 29.35884
105.4651 29.35887
>
104.1474 28.20465
104.186 28.23251
104.2319 28.26249
104.2811 28.30338
104.3601 28.36806
104.4016 28.41665
104.4332 28.4576
104.4398 28.46777
>
105.7775 29.44566
105.8137 29.48009
105.8514 29.52627
105.8941 29.5771
105.93 29.61959
105.9689 29.66488
105.9975 29.68553
106.02 29.7006
106.0324 29.70726
106.0292 29.70717
>
104.4805 28.52799
104.5103 28.55176
104.5424 28.58642
104.5839 28.63854
104.6128 28.67484
104.6387 28.71101
104.6584 28.72892
>
